URL,Description
http://animorepository.dlsu.edu.ph/dalumat/vol10/iss1/1,Ilang Malinaw na mga Negatibong Imahen ng mga Pilipino sa Pelikulang Elcano & Magellan: The First Voyage Around The World
http://animorepository.dlsu.edu.ph/dalumat/vol10/iss1/2,Interbensyong Ludiko sa Ekopedagohiya: Paglalarong Arkipelahiko sa Pawikan Patrol at Resilience: Survive and Thrive tungo sa Konserbasyon ng Kalikasang Pilipino
http://animorepository.dlsu.edu.ph/dalumat/vol10/iss1/5,Mula Botika Tungong Tiktok: Semiotikong Pagsusuri sa Diskurso ng Filipino Healthcare Practices mula kay Arshie Larga
http://animorepository.dlsu.edu.ph/dalumat/vol10/iss1/6,"Balat, Maskara, at Wika: Karanasan ng isang Dayuhan sa Pilipinas"
http://animorepository.dlsu.edu.ph/dalumat/vol9/iss1/3,"Kitakits sa Mcdo: Pagsipat sa Piling Patalastas ng McDonald’s gamit ang Pamantayan ni Jocano na Halaga, Asal, at Diwa"
http://animorepository.dlsu.edu.ph/dalumat/vol9/iss1/5,Sa Sinapupunan ng Daigdig: Isang Ekofeministang Pagsusuri sa mga Maikling Kuwentong Mula sa Visayas
http://animorepository.dlsu.edu.ph/dalumat/vol9/iss1/6,Ang Ma’i bilang Bay: Isang Muling Pagbasa at Pagtatasa
http://animorepository.dlsu.edu.ph/etd_bachelors,Bachelor's Theses
http://animorepository.dlsu.edu.ph/etd_bachelors/2086,An inquiry into the existential nature of final fantasy IX
http://animorepository.dlsu.edu.ph/etd_bachelors/2087,Becoming a great leader: A synthesis of plato and machiavelli
http://animorepository.dlsu.edu.ph/etd_bachelors/2088,The one: Transcending fear and anguish through individuation
http://animorepository.dlsu.edu.ph/etd_bachelors/2089,Labor alienation on the Filipino people
http://animorepository.dlsu.edu.ph/etd_bachelors/2090,Virtues of voluntary death
http://animorepository.dlsu.edu.ph/etd_bachelors/2149,Erich Fromm' humanistic ethics as a solution to the existential problems implied by absurdity
http://animorepository.dlsu.edu.ph/etd_bachelors/2150,Detaching miracles from the divine through scientifically-inclined alternative explanations
http://animorepository.dlsu.edu.ph/etd_bachelors/2151,Fusing the earth and the sky: Nietzsche's eternal recurrence in light of Gadamer's Hermeneutics
http://animorepository.dlsu.edu.ph/etd_bachelors/2152,The fifth phase of the order of the simulacra: A personal reflection on the simulations of today and romance
http://animorepository.dlsu.edu.ph/etd_bachelors/2153,Concept of salvation in the Kabbalah
http://animorepository.dlsu.edu.ph/etd_bachelors/2156,Practicing Ahimsa: A synthesis of Jainism and Gandhi's principles
http://animorepository.dlsu.edu.ph/etd_bachelors/2157,The proliferation of piracy in the Philippines and its relation to postmodern thoughts of Jean Baudrillard
http://animorepository.dlsu.edu.ph/etd_bachelors/2158,Buber and Capoeira: Consoling deception and dialogue
http://animorepository.dlsu.edu.ph/etd_bachelors/2159,Who am I?: A phenomenological analysis using Foucault's power/knowledge as against Sartre's freedom and responsibility on the identity of an individual member of the texting generation
http://animorepository.dlsu.edu.ph/etd_bachelors/2162,Applying Stirner's insurrection in addressing self-alienation as depicted in Sartre's view of the other
http://animorepository.dlsu.edu.ph/etd_bachelors/2211,From nihilism to Sunyata: Zen on the problem of Nietzsche's nihilism
http://animorepository.dlsu.edu.ph/etd_bachelors/2212,Egoism as an ethics and the problem of self-alienation
http://animorepository.dlsu.edu.ph/etd_bachelors/2213,Caring: Cultivating the feminist ethics of care to Filipino cultural traits
http://animorepository.dlsu.edu.ph/etd_bachelors/2214,A hermeneutical interpretation of Albert Camus' idea of revolt
http://animorepository.dlsu.edu.ph/etd_bachelors/2304,Ethical dilemmas of performance enhancing drugs and professional athletes
http://animorepository.dlsu.edu.ph/etd_bachelors/2338,Poetry as a means toward a more meaningful experience: A Heideggerian approach
http://animorepository.dlsu.edu.ph/etd_bachelors/2339,The future of the just war traditions: A reformulation of the old and the new
http://animorepository.dlsu.edu.ph/etd_bachelors/2340,Quantifying rationality: A critical evaluation of self-interest
http://animorepository.dlsu.edu.ph/etd_bachelors/2341,The Lockean approach to the problem of universals: A question of adequacy
http://animorepository.dlsu.edu.ph/etd_bachelors/2343,A phenomenology of emotions
http://animorepository.dlsu.edu.ph/etd_bachelors/2407,Authentic in the intersubjective: A dialogue of the five philosophers on the problem of other minds
http://animorepository.dlsu.edu.ph/etd_bachelors/2408,The concept of detachment as viewed by Epictetus and Zen Buddhism
http://animorepository.dlsu.edu.ph/etd_doctoral,Dissertations
http://animorepository.dlsu.edu.ph/etd_doctoral/1054,Problems on the implementations of artificial moral agents and the singularity: The is-ought problem as a case study
http://animorepository.dlsu.edu.ph/etd_doctoral/134,Compassion and the other: Intersubjectivity in the Philippine metrical romance Don Juan Tenoso
http://animorepository.dlsu.edu.ph/etd_doctoral/1356,Pagsasa-Filipino ng modyul pang-awtomasyong industriyal: tungo sa modernisasyon ng wikang Filipino
http://animorepository.dlsu.edu.ph/etd_doctoral/1371,Beloved other: An inquiry into the self-other relation in Sartre and Beauvoir through a hermeneutic reading of their autobiographical and fictional narratives
http://animorepository.dlsu.edu.ph/etd_doctoral/1385,Levina's ethics and the phenomenon of dignity
http://animorepository.dlsu.edu.ph/etd_doctoral/1390,The role of nature experiences in deep ecological beliefs
http://animorepository.dlsu.edu.ph/etd_doctoral/1402,A hooksian critique of Spady's outcomes-based framework as applied in the Philippines
http://animorepository.dlsu.edu.ph/etd_doctoral/1424,A critical evaluation of John Paul II's phenomenological approach to seminary formation
http://animorepository.dlsu.edu.ph/etd_doctoral/1425,Intersectional and ethical assessment of the Responsible Parenthood and Reproductive Health Act of 2012 (Republic act no. 10354) and the proposed Anti-Discrimination Act  (Senate bill no. 1271) via personal narratives of selected LGBT activists
http://animorepository.dlsu.edu.ph/etd_doctoral/1491,Dissociating Max Stirner's philosophy of egoism from the anarchist tradition: A defense of Stirner's philosophy
http://animorepository.dlsu.edu.ph/etd_doctoral/1523,Mis(m)aligned male nudes: A feminist aesthetic investigation on the objectification of male nudes in visual art
http://animorepository.dlsu.edu.ph/etd_doctoral/235,"Hunger, gender, nature: Exploring the nexus of body, sexuality and nature in ecofeminism"
http://animorepository.dlsu.edu.ph/etd_doctoral/283,Ontological courage versus dualism: The relationship of philosophy and theology in the thought of Paul Tillich
http://animorepository.dlsu.edu.ph/etd_doctoral/310,Framing familial fibers: The crisis of representation in modern visual arts
http://animorepository.dlsu.edu.ph/etd_doctoral/318,From oppression to freedom: A postfeminist critical evaluation of bell hooks cultural criticism
http://animorepository.dlsu.edu.ph/etd_doctoral/320,Pragmatist reflections on Nagel and the meaning of life: Treating the subjective and the objective as a continuum
http://animorepository.dlsu.edu.ph/etd_doctoral/325,A Heideggerian response to the leading critiques against postmodernism
http://animorepository.dlsu.edu.ph/etd_doctoral/37,"Intentionality, mind, and language: Phenomenological and analytical approaches"
http://animorepository.dlsu.edu.ph/etd_doctoral/477,Structural injustices and the university: A Youngian philosophy of higher education
http://animorepository.dlsu.edu.ph/etd_doctoral/569,"Ang intelektwalisasyon ng pilosopiyang sosyo-politikal ng ilang piling mag-aaral ng senior high school sa bayan ng Malolos, Bulacan, sa liwanag ng pilosopiya ni Confucius"
http://animorepository.dlsu.edu.ph/etd_doctoral/57,Beyond the other other: A Thiseltonian appraisal of Isagani R. Cruz's hermeneutics
http://animorepository.dlsu.edu.ph/etd_doctoral/570,A comparative study of two philosophies of hope: Cardinal Nguyen van Thuan and Gabriel Marcel
http://animorepository.dlsu.edu.ph/etd_doctoral/571,The phenomenon of near death experience (NDE): Its critical implications on Nietzsche's existential philosophy
http://animorepository.dlsu.edu.ph/etd_doctoral/572,A critique of Alvin Platinga's religious epistemology
http://animorepository.dlsu.edu.ph/etd_doctoral/772,The immutable God as UR-Qr and the problem of evil: Reinterpreting the Thomistic and process-relational models of theodicy in terms of eschatological theo-en-pantism
http://animorepository.dlsu.edu.ph/etd_doctoral/792,Dancing off the veils/Dancing the fool: A phenomenological exploration of myths with a view to rediscovering an embodied spirituality
http://animorepository.dlsu.edu.ph/etd_doctoral/794,Beyond knowledge: An inquiry into the nature and meaning of wisdom through a hermeneutic reading of selected sufi narratives
http://animorepository.dlsu.edu.ph/etd_doctoral/800,Ang pulitikal at panlipunang pilosopiya ni Renato Constantino
http://animorepository.dlsu.edu.ph/etd_doctoral/822,Transcendent formation anthropology and the personal constructs theory of Van Kaam: A critical formative analysis
http://animorepository.dlsu.edu.ph/etd_doctoral/835,The case of people of God: A critical inquiry into its universality and universalizability  an ontological hermeneutics
http://animorepository.dlsu.edu.ph/etd_doctoral/840,The pragmatic consequences of the theory of multiple intelligences of Howard Gardner as a philosophy of education in the Philippine context (DLSU-CSB as school model)
http://animorepository.dlsu.edu.ph/etd_doctoral/845,The merging of presuppositionalism and evidentialism towards a  new route  in defense of the Christian faith:  An epistemological hermeneutics
http://animorepository.dlsu.edu.ph/etd_doctoral/853,Globalization vis-a-vis technology: Towards a  new vision  of globalization in a globalizing world
http://animorepository.dlsu.edu.ph/etd_doctoral/855,Ang pilosopiya ng Katipunan: Isang pagsusuri sa diwang nasyonalismo
http://animorepository.dlsu.edu.ph/etd_doctoral/916,Overcoming obstacles in Nishitani's theory of evolutive nihilism
http://animorepository.dlsu.edu.ph/etd_doctoral/93,A discourse analysis on the GRP-MNLF peace agreement using Habermas's theory of communicative action
http://animorepository.dlsu.edu.ph/etd_doctoral/932,"Confronting the limits of knowledge in psychology: The life, death, and rebirth of the psychological sciences"
http://animorepository.dlsu.edu.ph/etd_honors,Honors Theses
http://animorepository.dlsu.edu.ph/etd_honors/118,Authenticity: A comparative analysis between Zen Buddhism and Soren Aabye Kierkegaard
http://animorepository.dlsu.edu.ph/etd_masteral,Master's Theses
http://animorepository.dlsu.edu.ph/etd_masteral/1511,On the possibility of different spatial dimensions and the notion of the noumenal world.
http://animorepository.dlsu.edu.ph/etd_masteral/1523,An analysis on the Pancasila as the source of the Indonesian legal sources
http://animorepository.dlsu.edu.ph/etd_masteral/1543,Ang pilosopiya ng nasyonalismo ni Renato Constantino
http://animorepository.dlsu.edu.ph/etd_masteral/1547,Sining ng pakikibaka: tungo sa pagtuklas ng pilosopiyang Pilipino
http://animorepository.dlsu.edu.ph/etd_masteral/1646,Individualism as a virtue: analysis of Ayn Rand's philosophy
http://animorepository.dlsu.edu.ph/etd_masteral/1652,Ang diwa ng kalayaan sa Bhagavad-Gita
http://animorepository.dlsu.edu.ph/etd_masteral/1663,Ano ang kabuluhan ng kristiyanismo sa buhay ng Pilipino at ano naman ang buhay Pilipino kung walang kristiyanismo
http://animorepository.dlsu.edu.ph/etd_masteral/1674,Vegetarianism: an aid to the development of higher consciousness based on the philosophy of yoga
http://animorepository.dlsu.edu.ph/etd_masteral/1760,Gandhi's philosophical concept of ahimsa in relation to the quest for peace of Philippines 2000
http://animorepository.dlsu.edu.ph/etd_masteral/1828,Problems for Descartes
http://animorepository.dlsu.edu.ph/etd_masteral/1829,"Ang Diyos ang lampas-personal na meron (Isang maka-Filipinong pagninilay sa liwanag ng pilosopiya ni Reb. P. Roque A.J. Ferriols, SJ)"
http://animorepository.dlsu.edu.ph/etd_masteral/1871,Whitehead's philosophy of organism and it's cosmological implications in being human
http://animorepository.dlsu.edu.ph/etd_masteral/1894,The concept of Filipino loob: implications to philosophy of education
http://animorepository.dlsu.edu.ph/etd_masteral/1944,The educational philosophy of Ki Majar Dewantara: naturalistic and humanistic education in analytical comparison
http://animorepository.dlsu.edu.ph/etd_masteral/1947,Redefining the hero archetype: The hero as pragmatist and idealist
http://animorepository.dlsu.edu.ph/etd_masteral/2009,Teleological renunciation of the moral in the absolute paradox motif: A dialectical analysis of kierkegaardian infinite resignation in existential theism and bahala na
http://animorepository.dlsu.edu.ph/etd_masteral/2337,Why God is a woman
http://animorepository.dlsu.edu.ph/etd_masteral/2554,A critical exposition and assessment of Mahatir Mohammad's theory on race relations and reconciliation
http://animorepository.dlsu.edu.ph/etd_masteral/2995,Max Stirner's philosophy of egoism: A solution to self-alienation
http://animorepository.dlsu.edu.ph/etd_masteral/3114,"The concept of willed faith: A synthesis of Kierkegaard's ""Pure faith""  and Nietzsche's ""Unfaith"" and ""Pure will"""
http://animorepository.dlsu.edu.ph/etd_masteral/3189,Without slipping into futility: Rorty and making sense of life
http://animorepository.dlsu.edu.ph/etd_masteral/3238,Love of the ancients: The shock of the new the strange career of history in the modern world
http://animorepository.dlsu.edu.ph/etd_masteral/3327,A comparative analysis of Aristotle's and Ayn Rand's ethical pursuit of happiness
http://animorepository.dlsu.edu.ph/etd_masteral/3835,A tractarian approach to non-linguistic representation: Musical notation as picturing
http://animorepository.dlsu.edu.ph/etd_masteral/4520,The Chinese room argument and strong AI: A defense of John Searle's critique of strong AI
http://animorepository.dlsu.edu.ph/etd_masteral/5044,Selfies and self-knowledge: R. G. Collingwoods expressivism on the nature of selfies
http://animorepository.dlsu.edu.ph/etd_masteral/5950,Marxism in Vietnam and its ethical consequences: A critique
http://animorepository.dlsu.edu.ph/etd_masteral/5951,A critical examination of the ability hypothesis
http://animorepository.dlsu.edu.ph/etd_masteral/5952,"The plight of local catlle farmers in Padre Garcia, Batangas: A Youngian analysis on structural injustices and their possible remedies"
http://animorepository.dlsu.edu.ph/etd_masteral/6558,Work ethical practices of insurance sales agents in Metro Manila: Determinants and its relationship with work performance and organizational citizenship behavior
http://animorepository.dlsu.edu.ph/etd_masteral/6567,Rethinking Anselm’s ontological argument: A Thomistic defense of Alvin Plantinga’s stand
http://animorepository.dlsu.edu.ph/etd_masteral/6695,Michel Foucault's historiographic methodology and its influence on Reynaldo Ileto's historiographic project
http://animorepository.dlsu.edu.ph/etd_masteral/7164,A Hegelian justification on Arne Naess' deep ecology
http://animorepository.dlsu.edu.ph/etd_masteral/7190,Ang orientalismo sa fotografia ni Eduardo Masferre
http://animorepository.dlsu.edu.ph/etdb_comm/114,Pagsibol
http://animorepository.dlsu.edu.ph/etdb_comm/116,The sensation of a scale-breaking superstar: A short film
http://animorepository.dlsu.edu.ph/etdb_comm/121,Violet is the rarest color in nature: A short film
http://animorepository.dlsu.edu.ph/etdb_comm/122,Because kasi: An online comedy news show
http://animorepository.dlsu.edu.ph/etdb_comm/123,Retrotista: Retro kwentista
http://animorepository.dlsu.edu.ph/etdb_comm/124,Family X: A lighthearted family drama
http://animorepository.dlsu.edu.ph/etdb_comm/125,Malikmata
http://animorepository.dlsu.edu.ph/etdb_comm/127,In spite of
http://animorepository.dlsu.edu.ph/etdb_comm/128,Help wanted
http://animorepository.dlsu.edu.ph/etdb_comm/130,Balik bayan
http://animorepository.dlsu.edu.ph/etdb_comm/133,Alaala ni inay: A short feature film
http://animorepository.dlsu.edu.ph/etdb_comm/134,Bala ng berso
http://animorepository.dlsu.edu.ph/etdb_comm/135,Sineng buhay
http://animorepository.dlsu.edu.ph/etdb_comm/136,Just a girl
http://animorepository.dlsu.edu.ph/etdb_comm/137,Leap of faith
http://animorepository.dlsu.edu.ph/etdb_comm/138,Diwata ng buwan
http://animorepository.dlsu.edu.ph/etdb_comm/139,Brushing limits: A short film on colorblindness
http://animorepository.dlsu.edu.ph/etdb_comm/145,"For the frill of it: Philippine Lolita fashion as a unique form of self-identity, community, and empowerment"
http://animorepository.dlsu.edu.ph/etdb_comm/146,Tuklas
http://animorepository.dlsu.edu.ph/etdb_comm/148,A child-perspective film on desaparecidos narratives
http://animorepository.dlsu.edu.ph/etdb_comm/149,Banse: A social commentary on the status of the modern Philippine society
http://animorepository.dlsu.edu.ph/etdb_comm/150,Krayola ni Jhaypee
http://animorepository.dlsu.edu.ph/etdb_comm/151,Museo: A feature-length screenplay
http://animorepository.dlsu.edu.ph/etdb_comm/152,Cradle: A short film
http://animorepository.dlsu.edu.ph/etdb_comm/153,"For better, for worse"
http://animorepository.dlsu.edu.ph/etdb_comm/154,Hope behind bars: A multimedia video
http://animorepository.dlsu.edu.ph/etdb_comm/155,The elders' memoir: The authenticity of aging and coming to terms with death
http://animorepository.dlsu.edu.ph/etdb_comm/156,MaCOOLilits
http://animorepository.dlsu.edu.ph/etdb_comm/157,The remains of the day: Uncovering the Manila massacre within the sphere of De La Salle University-Manila
http://animorepository.dlsu.edu.ph/etdb_comm/158,Sagip
http://animorepository.dlsu.edu.ph/etdb_comm/159,Mano a mano: A short film
http://animorepository.dlsu.edu.ph/etdb_comm/160,Cold reading: Exploring the impact of child fame
http://animorepository.dlsu.edu.ph/etdb_comm/161,Angel's 555
http://animorepository.dlsu.edu.ph/etdb_comm/162,Transfiguration: An experimental short film on body dysmorphia’s interplay with the toxic interpretations of religion in Filipino culture
http://animorepository.dlsu.edu.ph/etdb_comm/163,Viva sex! Undressing on set
http://animorepository.dlsu.edu.ph/etdb_comm/164,Anino
http://animorepository.dlsu.edu.ph/etdb_comm/165,Sweet eighteen: The impact of intergenerational relationships in the psychological well-being of adolescents during the COVID-19 pandemic
http://animorepository.dlsu.edu.ph/etdb_comm/166,Chimes: A feature-length screenplay
http://animorepository.dlsu.edu.ph/etdb_comm/167,Unplugged: A digital detox journey
http://animorepository.dlsu.edu.ph/etdb_comm/168,Syco: A short feature film
http://animorepository.dlsu.edu.ph/etdb_comm/169,"Gino, Gino takot sa anino: A storybook on the effects of war on drugs on children"
http://animorepository.dlsu.edu.ph/etdb_comm/170,Kawal: A short film
http://animorepository.dlsu.edu.ph/etdb_comm/172,Unmuted: A hypernarrative against peer-to-peer online sexual harassment
http://animorepository.dlsu.edu.ph/etdb_comm/173,Love my buddy
http://animorepository.dlsu.edu.ph/etdb_comm/174,Kung syno syno
http://animorepository.dlsu.edu.ph/etdb_comm/175,LikSi: An informative website advocating for the ethical use of artificial intelligence within the Filipino graphic design community
http://animorepository.dlsu.edu.ph/etdb_comm/176,Beyond the great wall: A docudrama on the view of the Filipino-Chinese generation Z on interracial relationships
http://animorepository.dlsu.edu.ph/etdb_comm/177,Cycle paths
http://animorepository.dlsu.edu.ph/etdb_comm/178,Mulat: A teleserye about teleseryes
http://animorepository.dlsu.edu.ph/etdb_comm/179,"Walang buntot ang mga Mangyan:  Kabang-yaman ng kultura, buhay, at gawain ng  buhid at Hanunuo Mangyan"
http://animorepository.dlsu.edu.ph/etdb_comm/180,"Tahanan, tahan na: A short film on the implications of strained mother-daughter dynamics on Filipino daughters’ self-identity"
http://animorepository.dlsu.edu.ph/etdb_fil/20,Angat ang ukay!: Pagsusuri sa papel ng Youtube content ni Shaira Luna bilang tulay ng gitnang uri sa pagkonsumo ng ukay-ukay
http://animorepository.dlsu.edu.ph/etdb_fil/23,#PinkBeWithYou: Museo ng pag-asa bilang sspasyong kakampink
http://animorepository.dlsu.edu.ph/etdb_history/22,Mula sa liwanag ay pag-asa: A history of lighthouse bible baptist church from 1976-2021
http://animorepository.dlsu.edu.ph/etdb_history/23,A history of the guerrilla units which operated in Cagayan during the second world war (1942-1945)
http://animorepository.dlsu.edu.ph/etdb_history/24,"The history, context, and beneficiaries of the enterprise rehabilitation financing (ERF) under the small business corporation (SBCorp): The case of super-typhoon Yolanda (2013-2015)"
http://animorepository.dlsu.edu.ph/etdb_history/25,"Filipino spoken word poetry: History and works of words anonymous, 2014-2019"
http://animorepository.dlsu.edu.ph/etdb_history/26,Between two EDSAs: The LaSallian and its coverage of the post-EDSA administrations (1986-2001)
http://animorepository.dlsu.edu.ph/etdb_history/27,"A history of the AFP modernization act (RA 7898): Context, framework and implementation, 1995-2011"
http://animorepository.dlsu.edu.ph/etdb_history/28,"Tides of time: A history of the tahong and talaba industry in the coastal areas of Bacoor Bay, 1935-2019"
http://animorepository.dlsu.edu.ph/etdb_history/29,A legislative history of RA 9262 from 1995 to 2018
http://animorepository.dlsu.edu.ph/etdb_history/30,The drumming career and life of Jun Regalado “The most recorded drummer in the Philippines” (1963-2018)
http://animorepository.dlsu.edu.ph/etdb_history/31,"Isang institusyonal na kasaysayan ng pambansang suriang pangkasaysayan, 1972-2010"
http://animorepository.dlsu.edu.ph/etdb_history/32,An institutional history of the Blanco family academy: Its history and contributions to Angono’s visual arts tradition (2001-2013)
http://animorepository.dlsu.edu.ph/etdb_history/33,"Full steam ahead: A history of the Tiwi geothermal power plant, 1962-2023"
http://animorepository.dlsu.edu.ph/etdb_history/34,"Tuparan: A history of the fishing industry of Bulan, Sorsogon (1966-2004)"
http://animorepository.dlsu.edu.ph/etdb_history/35,"PDP-Laban to PDP: A history of partido demokratiko Pilipino-lakas ng bayan (PDP-Laban), 1978 to 2024"
http://animorepository.dlsu.edu.ph/etdb_history/36,"The development of Jose P. Laurel’s nationalism, 1921-1959"
http://animorepository.dlsu.edu.ph/etdb_history/37,"Fighting for the Filipino workers' rights: A history of the TUCP and party,  1975-2017"
http://animorepository.dlsu.edu.ph/etdb_intlstud/14,"UNESCO safeguarding and indigenous dance: Effects on Japan’s Ainu tribe in Hokkaido and the applicability to the Philippines’ ubo community in Lake Sebu, South Cotabato"
http://animorepository.dlsu.edu.ph/etdb_intlstud/17,Japanese threat perception: A comparative analysis of Japan’s responses to the Kuril Islands/Northern territories and the Senkaku/Diaoyu territorial disputes
http://animorepository.dlsu.edu.ph/etdb_intlstud/18,"A constructivist analysis of security cooperation: A case study of the Philippines’ security partnership with Canada, France, and the United Kingdom in the West Philippine Sea"
http://animorepository.dlsu.edu.ph/etdb_philo,Philosophy Bachelor's Theses
http://animorepository.dlsu.edu.ph/etdb_philo/10,Kemp’s authenticity model: A convergence point for conservation-restoration practice
http://animorepository.dlsu.edu.ph/etdb_philo/11,A response to Brennan: Epistocracy undermines democratic society
http://animorepository.dlsu.edu.ph/etdb_philo/12,Epistemic Injustice and anti-media populism in the Philippines
http://animorepository.dlsu.edu.ph/etdb_philo/13,Analyzing blameworthiness in the bubble and chamber
http://animorepository.dlsu.edu.ph/etdb_philo/14,The moral responsibility in utang na loob and moral luck
http://animorepository.dlsu.edu.ph/etdb_philo/15,Ethical analysis of unsafe abortion cases in the Philippines
http://animorepository.dlsu.edu.ph/etdb_philo/16,Informationally objectifying beings: A critique on Floridi’s moral status of information objects
http://animorepository.dlsu.edu.ph/etdb_philo/17,A response to Danny Frederick's pornography and freedom
http://animorepository.dlsu.edu.ph/etdb_philo/18,Exploring friendly AI interactions:  A response to Li’s problems with friendly AI
http://animorepository.dlsu.edu.ph/etdb_philo/19,Freedom of expression in the Pura Luka Vega drag performance
http://animorepository.dlsu.edu.ph/etdb_philo/2,A shared intellect: A Rawlsian analysis of vaccine patent protections
http://animorepository.dlsu.edu.ph/etdb_philo/21,Transitional justice in the Philippines: A murphyean analysis of the PCHR
http://animorepository.dlsu.edu.ph/etdb_philo/22,Young’s non-ideal theory & Philippine agrarian justice: A critical approach to pursuing genuine agrarian justice
http://animorepository.dlsu.edu.ph/etdb_philo/23,Magic: The gathering's narrative as an aesthetic experience
http://animorepository.dlsu.edu.ph/etdb_philo/24,Gacha: A case of gamebling
http://animorepository.dlsu.edu.ph/etdb_philo/25,"“Despite everything, it’s still you”: How the player becomes a condemned god in undertale by engaging in sartrean bad faith through the true reset function"
http://animorepository.dlsu.edu.ph/etdb_philo/26,Comfort in uncertainty: An existential view on bahala na
http://animorepository.dlsu.edu.ph/etdb_philo/29,Beta testing an educative experience with artificial intelligence: Immaturity and growth in a Deweyan view
http://animorepository.dlsu.edu.ph/etdb_philo/3,Phenomenology of actor-character empathy: Uncovering a kind of empathy through Edith Stein’s degrees of empathy
http://animorepository.dlsu.edu.ph/etdb_philo/30,War and (post)human nature: A critical posthumanist approach in obsoleting wars
http://animorepository.dlsu.edu.ph/etdb_philo/31,Sana for all: An analysis of “sana all” using sakop
http://animorepository.dlsu.edu.ph/etdb_philo/33,The beauty in the beast: An environmental aesthetic of animals
http://animorepository.dlsu.edu.ph/etdb_philo/34,A method-based corruptionist account of indoctrination: A reply to Rebecca Taylor and John White
http://animorepository.dlsu.edu.ph/etdb_philo/35,Epistemic arrogance and political decision-making in the context of a pandemic response in the Philippines
http://animorepository.dlsu.edu.ph/etdb_philo/36,Impartial artificial intelligence: An ecocentric consideration towards non-human sentients
http://animorepository.dlsu.edu.ph/etdb_philo/37,Anonymous deepfakes: A reply to de Ruiter
http://animorepository.dlsu.edu.ph/etdb_philo/38,Attention as currency: The case for epistemic injustice in social media’s attention economy
http://animorepository.dlsu.edu.ph/etdb_philo/39,Combating fake news: An educationist solution
